city,state_id,lat,lng
Dumbarton,VA,37.6130,-77.5065
Redlands,CO,39.0886,-108.6583
Leonia,NJ,40.8638,-73.9899
Brewer,ME,44.7835,-68.7352
Northwest Harborcreek,PA,42.1494,-79.9946
McFarland,WI,43.0203,-89.2858
La Grange,KY,38.3987,-85.3750
Pineville,NC,35.0864,-80.8915
Woodway,TX,31.4988,-97.2314
Lindstrom,MN,45.3870,-92.8477
Shelby,OH,40.8847,-82.6578
Oak Hills Place,LA,30.3690,-91.0887
St. Anthony,MN,45.0278,-93.2174
Fairmont,MN,43.6441,-94.4621
Farmingdale,NY,40.7328,-73.4465
Manteno,IL,41.2471,-87.8457
North Sarasota,FL,27.3711,-82.5177
Dexter,MO,36.7928,-89.9634
Powdersville,SC,34.7825,-82.4958
St. Marys,PA,41.4574,-78.5342
Mechanicsburg,PA,40.2115,-77.0060
Albion,MI,42.2478,-84.7572
LaSalle,IL,41.3575,-89.0718
Waseca,MN,44.0826,-93.5025
Chanute,KS,37.6695,-95.4621
Grinnell,IA,41.7361,-92.7244
Linganore,MD,39.4111,-77.3026
Picnic Point,WA,47.8744,-122.3078
Murphysboro,IL,37.7679,-89.3321
Chester,SC,34.7050,-81.2132
Silver Springs Shores,FL,29.1031,-82.0050
Shiprock,NM,36.7924,-108.7005
Fort Knox,KY,37.8915,-85.9636
Micco,FL,27.8683,-80.5100
White City,OR,42.4316,-122.8322
Stony Brook University,NY,40.9099,-73.1213
Oakwood,OH,39.7202,-84.1733
Harrisburg,IL,37.7373,-88.5457
Independence,KS,37.2118,-95.7328
Oakville,CT,41.5923,-73.0858
Cape St. Claire,MD,39.0433,-76.4471
Larkfield-Wikiup,CA,38.5130,-122.7536
Rotonda,FL,26.8845,-82.2791
Boonton,NJ,40.9047,-74.4048
Oak Grove,MN,45.3409,-93.3264
Sheffield Lake,OH,41.4884,-82.0978
Harrodsburg,KY,37.7654,-84.8474
Groton,CT,41.3390,-72.0727
Aledo,TX,32.6973,-97.6070
Sellersburg,IN,38.4028,-85.7706
Blanchard,OK,35.1523,-97.6613
Whitehouse,TX,32.2222,-95.2217
Southside,AL,33.9007,-86.0238
Waverly,IA,42.7250,-92.4708
Sheffield,AL,34.7570,-87.6977
St. Albans,VT,44.8118,-73.0846
Oakland,TN,35.2256,-89.5372
Logan,WV,37.8509,-81.9857
Potsdam,NY,44.6699,-74.9830
Wagoner,OK,35.9641,-95.3790
Corozal,PR,18.3411,-66.3124
Cabo Rojo,PR,18.0867,-67.1482
New Prague,MN,44.5459,-93.5758
Sugarmill Woods,FL,28.7321,-82.4986
Kodiak,AK,57.7934,-152.4060
Aliquippa,PA,40.6155,-80.2547
Bridgeport,WV,39.3036,-80.2477
Berkeley,MO,38.7439,-90.3361
Riverdale,UT,41.1732,-112.0024
Bennington,VT,42.8746,-73.1852
Fallston,MD,39.5332,-76.4452
Rhinelander,WI,45.6361,-89.4256
Ville Platte,LA,30.6901,-92.2744
Olmsted Falls,OH,41.3658,-81.9042
Glencoe,IL,42.1347,-87.7641
Orange Park,FL,30.1706,-81.7041
Absecon,NJ,39.4228,-74.4944
Canal Winchester,OH,39.8432,-82.8121
Palm Beach,FL,26.6932,-80.0406
Pine Lake Park,NJ,40.0017,-74.2595
Old Orchard Beach,ME,43.5239,-70.3904
Merrydale,LA,30.4998,-91.1081
Glens Falls North,NY,43.3350,-73.6824
Indianola,MS,33.4492,-90.6447
Waihee-Waiehu,HI,20.9188,-156.5063
Franklin,PA,41.3936,-79.8425
Richmond Heights,MO,38.6309,-90.3333
Temperance,MI,41.7653,-83.5755
Collingdale,PA,39.9151,-75.2776
Earlimart,CA,35.8824,-119.2715
Memphis,FL,27.5435,-82.5607
Seffner,FL,27.9981,-82.2735
Airmont,NY,41.0992,-74.0990
Quakertown,PA,40.4398,-75.3456
Villas,NJ,39.0158,-74.9349
Skidaway Island,GA,31.9372,-81.0449
Sans Souci,SC,34.8901,-82.4241
August,CA,37.9797,-121.2625
South Kensington,MD,39.0188,-77.0785
West Miami,FL,25.7578,-80.2969
Wharton,TX,29.3138,-96.1044
Rathdrum,ID,47.7995,-116.8908
New Square,NY,41.1410,-74.0294
Canonsburg,PA,40.2643,-80.1868
Edgewood,KY,39.0091,-84.5604
Miramar Beach,FL,30.3854,-86.3443
Graham,TX,33.1017,-98.5778
Needles,CA,34.8164,-114.6189
Clarendon Hills,IL,41.7981,-87.9569
Pitman,NJ,39.7335,-75.1306
Makaha,HI,21.4734,-158.2103
Rock Falls,IL,41.7723,-89.6928
Clayton,NJ,39.6627,-75.0782
Perkasie,PA,40.3719,-75.2920
Princeton,IN,38.3553,-87.5784
Olney,IL,38.7285,-88.0838
Hernando,FL,28.9451,-82.3781
Kirby,TX,29.4611,-98.3861
Mystic Island,NJ,39.5659,-74.3831
Glenwood,IL,41.5409,-87.6116
Glenshaw,PA,40.5391,-79.9735
Garden City,GA,32.0868,-81.1773
Fairmount,CO,39.7931,-105.1712
Monett,MO,36.9220,-93.9261
Jerseyville,IL,39.1175,-90.3271
Folsom,PA,39.8924,-75.3287
Bay Minette,AL,30.8930,-87.7912
Mount Vista,WA,45.7373,-122.6315
Nevada,MO,37.8445,-94.3492
Des Peres,MO,38.5973,-90.4480
Corrales,NM,35.2366,-106.6191
Perryville,MO,37.7263,-89.8759
Park Ridge,NJ,41.0353,-74.0423
Gresham Park,GA,33.7053,-84.3155
Montesano,WA,47.0102,-123.5857
Succasunna,NJ,40.8507,-74.6596
Clinton,MO,38.3716,-93.7679
Claymont,DE,39.8032,-75.4606
Scott,LA,30.2398,-92.0947
Golden Valley,AZ,35.2060,-114.2327
Cresskill,NJ,40.9405,-73.9596
Hawthorn Woods,IL,42.2313,-88.0623
Tuba City,AZ,36.1250,-111.2468
West Vero Corridor,FL,27.6378,-80.4855
Bloomingdale,TN,36.5793,-82.5096
Hoquiam,WA,46.9863,-123.9022
Brigantine,NJ,39.4138,-74.3787
Swissvale,PA,40.4207,-79.8858
Kennedale,TX,32.6434,-97.2173
South San Gabriel,CA,34.0489,-118.0961
Detroit Lakes,MN,46.8060,-95.8449
Matawan,NJ,40.4127,-74.2365
Monahans,TX,31.6289,-103.0403
Frankfort Square,IL,41.5221,-87.8033
Audubon,NJ,39.8906,-75.0722
Chatham,NJ,40.7405,-74.3838
Mount Pleasant,IA,40.9625,-91.5452
Edgemere,MD,39.2273,-76.4590
Cortez,CO,37.3505,-108.5766
Prairie du Sac,WI,43.2920,-89.7353
York,SC,34.9967,-81.2340
Salem,UT,40.0540,-111.6720
Hyrum,UT,41.6311,-111.8418
Richlands,VA,37.0878,-81.8080
Rockland,ME,44.1274,-69.1369
Ladue,MO,38.6378,-90.3815
Alamo Heights,TX,29.4828,-98.4682
Pleasant Hill,MO,38.8061,-94.2655
Montecito,CA,34.4382,-119.6286
Orting,WA,47.0966,-122.2111
Signal Mountain,TN,35.1449,-85.3457
Corning,CA,39.9282,-122.1820
Woodbury,NY,40.8177,-73.4703
Orrville,OH,40.8480,-81.7743
Evergreen,CO,39.6349,-105.3356
Susanville,CA,40.4205,-120.6129
Elsmere,KY,38.9949,-84.6017
Farmville,VA,37.2959,-78.4002
Hanover,NH,43.7068,-72.2775
Sheridan,OR,45.0960,-123.3983
Monroe,NY,41.3198,-74.1848
Perry Heights,OH,40.7977,-81.4680
Willowbrook,IL,41.7635,-87.9456
Irondale,GA,33.4773,-84.3600
Springfield,FL,30.1713,-85.6089
Green Cove Springs,FL,29.9904,-81.6807
Seven Corners,VA,38.8658,-77.1445
Greenbriar,VA,38.8717,-77.3970
West Athens,CA,33.9235,-118.3033
Lake Villa,IL,42.4184,-88.0836
North Madison,OH,41.8298,-81.0511
Guntersville,AL,34.3670,-86.2638
Lansdowne,MD,39.2365,-76.6659
Montvale,NJ,41.0529,-74.0499
Aspen,CO,39.1950,-106.8369
Four Corners,MD,39.0235,-77.0102
Brooksville,FL,28.5404,-82.3903
Fairfield Glade,TN,36.0028,-84.8711
Sanatoga,PA,40.2498,-75.5886
Riverside,IL,41.8310,-87.8169
Wyoming,OH,39.2297,-84.4816
West Frankfort,IL,37.8997,-88.9301
Indian Harbour Beach,FL,28.1530,-80.5976
Lake Park,FL,26.7998,-80.0680
Fairwood,WA,47.7678,-117.4157
Lucas,TX,33.0942,-96.5803
Piedmont,OK,35.6784,-97.7528
Franklin,VA,36.6831,-76.9386
Innsbrook,VA,37.6552,-77.5775
Conover,NC,35.7155,-81.2170
Wetumpka,AL,32.5407,-86.2052
East Grand Forks,MN,47.9284,-97.0138
Park Hills,MO,37.8211,-90.5050
Laurel,MT,45.6735,-108.7707
Rawlins,WY,41.7849,-107.2265
Morrisville,PA,40.2074,-74.7800
Odessa,FL,28.1820,-82.5530
White Horse,NJ,40.1920,-74.7022
Closter,NJ,40.9733,-73.9604
Perryton,TX,36.3930,-100.7976
St. Johns,MI,43.0005,-84.5555
Frostburg,MD,39.6506,-78.9269
Lacombe,LA,30.3141,-89.9311
Rolesville,NC,35.9224,-78.4656
Incline Village,NV,39.2639,-119.9453
San Sebastián,PR,18.3356,-66.9949
University of Virginia,VA,38.0405,-78.5163
Malverne,NY,40.6746,-73.6721
Eufaula,AL,31.9102,-85.1505
Cedar Hills,OR,45.5047,-122.8051
Dock Junction,GA,31.2031,-81.5156
Clinton,OK,35.5058,-98.9724
Middleton,ID,43.7114,-116.6155
Woodburn,VA,38.8503,-77.2322
Ione,CA,38.3613,-120.9422
Tuscumbia,AL,34.7204,-87.7035
East York,PA,39.9687,-76.6759
Mason,MI,42.5806,-84.4427
Humboldt,TN,35.8254,-88.9043
Sunset Hills,MO,38.5310,-90.4087
West Point,MS,33.6064,-88.6571
Thompsonville,CT,41.9916,-72.5965
Summit,WA,47.1694,-122.3628
Onalaska,TX,30.8209,-95.1111
West Haven-Sylvan,OR,45.5164,-122.7654
Mahopac,NY,41.3684,-73.7401
Los Altos Hills,CA,37.3671,-122.1390
Citrus Springs,FL,28.9931,-82.4595
Geneseo,NY,42.7990,-77.8095
Sturgeon Bay,WI,44.8228,-87.3660
Santa Clara,UT,37.1311,-113.6561
Monticello,IN,40.7455,-86.7669
Riverside,CT,41.0319,-73.5827
Athol,MA,42.5936,-72.2302
Congers,NY,41.1484,-73.9456
Stuttgart,AR,34.4950,-91.5485
Savoy,IL,40.0600,-88.2552
Tecumseh,MI,42.0065,-83.9450
North Haledon,NJ,40.9628,-74.1844
Center Moriches,NY,40.8015,-72.7960
Paris,IL,39.6149,-87.6904
Hollymead,VA,38.1266,-78.4386
Bayport,NY,40.7460,-73.0546
Aransas Pass,TX,27.8877,-97.1134
Garrison,MD,39.4023,-76.7514
Gaylord,MI,45.0213,-84.6803
Greenville,RI,41.8800,-71.5549
Covington,TN,35.5661,-89.6482
Carbondale,PA,41.5714,-75.5048
Fairless Hills,PA,40.1784,-74.8524
Midway City,CA,33.7451,-117.9849
Highland Heights,OH,41.5518,-81.4691
Somers,WI,42.6411,-87.8919
Venice Gardens,FL,27.0694,-82.4054
Fletcher,NC,35.4316,-82.5038
Baxter,MN,46.3426,-94.2793
Willow Street,PA,39.9809,-76.2705
Lugoff,SC,34.2216,-80.6849
Millersville,PA,40.0047,-76.3522
Jessup,MD,39.1457,-76.7745
Aibonito,PR,18.1398,-66.2659
Buckhannon,WV,38.9927,-80.2282
Hillsboro,TX,32.0091,-97.1151
Tallulah,LA,32.4067,-91.1915
Arab,AL,34.3309,-86.4991
Fern Park,FL,28.6484,-81.3458
Orono,MN,44.9657,-93.5908
Bath,ME,43.9346,-69.8346
Bogota,NJ,40.8750,-74.0293
Clover,SC,35.1125,-81.2203
Petoskey,MI,45.3650,-84.9887
Harwood Heights,IL,41.9663,-87.8057
Grandview Heights,OH,39.9793,-83.0408
Beaver Falls,PA,40.7620,-80.3225
Tillamook,OR,45.4562,-123.8331
Westwego,LA,29.9058,-90.1434
Corona de Tucson,AZ,31.9495,-110.7836
Flowery Branch,GA,34.1713,-83.9142
St. Joseph,MI,42.0967,-86.4850
Fair Lakes,VA,38.8530,-77.3885
Quincy,WA,47.2344,-119.8531
Holly,MI,42.7987,-83.6235
Pike Creek,DE,39.7485,-75.6953
Frostproof,FL,27.7493,-81.5252
Felida,WA,45.7138,-122.7104
Applewood,CO,39.7524,-105.1605
Floris,VA,38.9347,-77.4083
Runnemede,NJ,39.8521,-75.0739
Bel Aire,KS,37.7749,-97.2457
Milton,WA,47.2522,-122.3156
Aurora,MO,36.9674,-93.7183
Mahtomedi,MN,45.0619,-92.9660
Haledon,NJ,40.9363,-74.1887
Gonzales,CA,36.5060,-121.4429
Ashland,NJ,39.8782,-75.0085
Socorro,NM,34.0543,-106.9066
Savannah,TN,35.2210,-88.2360
Pebble Creek,FL,28.1583,-82.3411
Dormont,PA,40.3941,-80.0377
Mount Joy,PA,40.1105,-76.5065
McRae-Helena,GA,32.0635,-82.8968
Helena Valley West Central,MT,46.6634,-112.0604
Trinidad,CO,37.1750,-104.4908
Kenton,OH,40.6448,-83.6095
Carl Junction,MO,37.1668,-94.5468
Terrace Heights,WA,46.6024,-120.4482
Summit Park,UT,40.7432,-111.5814
Doylestown,PA,40.3140,-75.1280
Paw Paw,MI,42.2147,-85.8918
Lake City,SC,33.8676,-79.7533
Colorado City,AZ,36.9774,-112.9830
Oak Grove,MO,39.0077,-94.1283
Moundsville,WV,39.9221,-80.7422
Fishersville,VA,38.1005,-78.9687
Gulf Hills,MS,30.4365,-88.8149
Druid Hills,GA,33.7842,-84.3273
Locust Grove,GA,33.3442,-84.1071
Fort Mitchell,KY,39.0459,-84.5563
Manhattan,IL,41.4274,-87.9805
Ahuimanu,HI,21.4379,-157.8404
Johnstown,NY,43.0073,-74.3755
Spotswood,NJ,40.3949,-74.3920
Waynesburg,PA,39.8983,-80.1855
Long Branch,VA,38.8302,-77.2713
Thomson,GA,33.4666,-82.4992
Whitefish,MT,48.4329,-114.3591
Westlake Village,CA,34.1369,-118.8220
Castle Shannon,PA,40.3664,-80.0194
Cheviot,OH,39.1577,-84.6139
Kulpsville,PA,40.2440,-75.3407
Upper Saddle River,NJ,41.0633,-74.0986
St. Martin,MS,30.4399,-88.8651
Burton,SC,32.4233,-80.7454
Jefferson City,TN,36.1197,-83.4838
Laurel Hill,VA,38.7026,-77.2422
Kenilworth,NJ,40.6781,-74.2889
Kensington,CT,41.6298,-72.7714
Village Green-Green Ridge,PA,39.8638,-75.4256
Denison,IA,42.0160,-95.3528
Ridgefield,WA,45.8114,-122.7050
Napoleon,OH,41.3978,-84.1244
Ellsworth,ME,44.5847,-68.4875
Monona,WI,43.0540,-89.3334
Mayo,MD,38.9041,-76.5180
Center Line,MI,42.4805,-83.0274
Pismo Beach,CA,35.1484,-120.6492
Crestwood Village,NJ,39.9568,-74.3524
Milliken,CO,40.3115,-104.8561
Murphy,MO,38.4922,-90.4856
Black Mountain,NC,35.6142,-82.3275
Country Club Estates,GA,31.2113,-81.4622
Port Jefferson,NY,40.9465,-73.0579
Middleport,OH,38.9948,-82.0643
San Antonio,PR,18.4468,-66.3002
Cumberland Hill,RI,41.9736,-71.4605
Manhasset,NY,40.7884,-73.6943
Jennings Lodge,OR,45.3926,-122.6153
West Livingston,TX,30.6957,-95.0097
Kalifornsky,AK,60.4417,-151.1972
Leesville,LA,31.1397,-93.2741
Oradell,NJ,40.9562,-74.0314
Minnetrista,MN,44.9356,-93.7103
Gering,NE,41.8275,-103.6649
Robinwood,MD,39.6266,-77.6630
Hazard,KY,37.2583,-83.1977
Omak,WA,48.4228,-119.5159
Lake Carmel,NY,41.4612,-73.6681
Pewaukee,WI,43.0854,-88.2525
West Dundee,IL,42.0985,-88.3073
Duvall,WA,47.7354,-121.9726
Hempstead,TX,30.1004,-96.0779
Vinton,VA,37.2746,-79.8887
Poteau,OK,35.0430,-94.6357
Joshua,TX,32.4580,-97.3849
Oak Hill,WV,37.9844,-81.1277
Monument,CO,39.0735,-104.8467
Alondra Park,CA,33.8885,-118.3350
Croton-on-Hudson,NY,41.2005,-73.9002
Briarcliff Manor,NY,41.1400,-73.8440
Bellevue,OH,41.2743,-82.8394
Sound Beach,NY,40.9578,-72.9726
Mount Rainier,MD,38.9423,-76.9645
Maplewood,MO,38.6121,-90.3240
Fort Belvoir,VA,38.7119,-77.1459
Selah,WA,46.6482,-120.5390
Dalhart,TX,36.0579,-102.5123
Alliance,NE,42.1025,-102.8766
Shorewood,MN,44.9033,-93.5903
Chester,IL,37.9199,-89.8259
Garden City Park,NY,40.7436,-73.6639
Kronenwetter,WI,44.8164,-89.5807
Gilberts,IL,42.1096,-88.3716
Bargersville,IN,39.5412,-86.2004
Hampton,GA,33.3835,-84.2855
Rockmart,GA,34.0103,-85.0441
South Cleveland,TN,35.1097,-84.9097
Broadview Park,FL,26.0979,-80.2088
Helena Valley Southeast,MT,46.6175,-111.9186
Wyoming,MN,45.3365,-92.9766
Old Jefferson,LA,30.3776,-91.0060
Lake Dallas,TX,33.1277,-97.0234
Haiku-Pauwela,HI,20.9156,-156.3022
Bloomingdale,NJ,41.0300,-74.3319
Rolling Hills Estates,CA,33.7783,-118.3509
North Bay Village,FL,25.8487,-80.1535
Willits,CA,39.4047,-123.3494
Clinton,IL,40.1468,-88.9633
Decorah,IA,43.3015,-91.7844
Brookhaven,PA,39.8715,-75.3918
Conshohocken,PA,40.0772,-75.3035
Ripley,TN,35.7449,-89.5358
Chardon,OH,41.5803,-81.2082
Morehead,KY,38.1906,-83.4467
Ripon,WI,43.8436,-88.8387
Bellevue,PA,40.4945,-80.0550
Wading River,NY,40.9464,-72.8230
Nantucket,MA,41.2723,-70.0947
McGregor,FL,26.5611,-81.9134
Northfield,NJ,39.3718,-74.5543
Menominee,MI,45.1220,-87.6234
Pleasant Hills,PA,40.3298,-79.9596
Pahokee,FL,26.8202,-80.6620
Crete,IL,41.4400,-87.6236
Fruitvale,CO,39.0933,-108.4789
Chestnut Ridge,NY,41.0829,-74.0551
Island Lake,IL,42.2783,-88.1999
Oak Brook,IL,41.8372,-87.9513
Seaford,DE,38.6538,-75.6110
Firebaugh,CA,36.8534,-120.4536
Sudden Valley,WA,48.7199,-122.3468
Brazil,IN,39.5226,-87.1240
Aberdeen,NC,35.1350,-79.4326
Jefferson,WI,43.0044,-88.8084
Prien,LA,30.1601,-93.2611
Juncos,PR,18.2264,-65.9163
Williamsburg,FL,28.4015,-81.4461
Brentwood,MO,38.6194,-90.3476
Aztec,NM,36.8190,-107.9826
La Junta,CO,37.9792,-103.5473
Ridgefield,CT,41.2712,-73.4953
Baltimore Highlands,MD,39.2355,-76.6367
Southwest Ranches,FL,26.0476,-80.3750
Quincy,FL,30.5659,-84.5857
Richland Hills,TX,32.8095,-97.2273
Maryville,IL,38.7261,-89.9646
Caldwell,NJ,40.8390,-74.2776
Templeton,CA,35.5560,-120.7182
Hillside,IL,41.8674,-87.9019
Columbiana,OH,40.8871,-80.6750
Batesville,IN,39.2974,-85.2139
Logan,OH,39.5386,-82.4063
Sheboygan Falls,WI,43.7290,-87.8266
Delta,CO,38.7560,-108.0772
Hitchcock,TX,29.2945,-95.0250
Lake Shore,WA,45.6911,-122.6911
Evergreen,MT,48.2308,-114.2701
Bonner Springs,KS,39.0817,-94.8776
Camp Hill,PA,40.2423,-76.9274
Long Grove,IL,42.1968,-88.0057
Wilmington Manor,DE,39.6858,-75.5849
Downingtown,PA,40.0076,-75.7019
Grand Ledge,MI,42.7534,-84.7448
Waller,WA,47.2035,-122.3699
Old Forge,PA,41.3705,-75.7409
Lincolnshire,IL,42.1957,-87.9182
Mansfield Center,MA,42.0225,-71.2180
Jersey Village,TX,29.8903,-95.5721
Centerville,GA,32.6342,-83.6853
Oberlin,OH,41.2857,-82.2197
West Long Branch,NJ,40.2883,-74.0185
Flushing,MI,43.0637,-83.8403
Middletown,KY,38.2410,-85.5215
Ashland,VA,37.7596,-77.4715
Seminole,TX,32.7208,-102.6503
Altoona,WI,44.8029,-91.4385
Tuskegee,AL,32.4395,-85.7139
Mascoutah,IL,38.5192,-89.8044
Grand Blanc,MI,42.9258,-83.6181
Abingdon,VA,36.7089,-81.9713
Temple Hills,MD,38.8106,-76.9495
Boyes Hot Springs,CA,38.3126,-122.4888
Bridge City,TX,30.0298,-93.8406
Vandenberg Village,CA,34.7111,-120.4623
Eaton,OH,39.7506,-84.6343
Woodlake,CA,36.4124,-119.0999
North Weeki Wachee,FL,28.5591,-82.5537
Hastings-on-Hudson,NY,40.9902,-73.8801
Luquillo,PR,18.3735,-65.7218
Princeton,IL,41.3807,-89.4640
Los Fresnos,TX,26.0750,-97.4877
Blandon,PA,40.4446,-75.8799
South Weber,UT,41.1334,-111.9392
Smithville,NJ,39.4934,-74.4782
Watford City,ND,47.8028,-103.2678
Crookston,MN,47.7747,-96.6062
Covington,VA,37.7785,-79.9868
Latrobe,PA,40.3125,-79.3826
Sallisaw,OK,35.4605,-94.8070
DeFuniak Springs,FL,30.7123,-86.1208
Baldwinsville,NY,43.1570,-76.3318
Olivette,MO,38.6724,-90.3786
Winters,CA,38.5320,-121.9781
Breckenridge,CO,39.4995,-106.0433
Medina,NY,43.2197,-78.3888
Thousand Palms,CA,33.8150,-116.3545
Southeast Arcadia,FL,27.1862,-81.8521
Seville,OH,41.0208,-81.8671
Montrose,VA,37.5200,-77.3772
Port Jefferson Station,NY,40.9260,-73.0651
Wilson,PA,40.6844,-75.2407
Aubrey,TX,33.2872,-96.9622
Carnegie,PA,40.4080,-80.0861
Porters Neck,NC,34.2942,-77.7695
Pittston,PA,41.3274,-75.7885
Rio Bravo,TX,27.3648,-99.4820
Withamsville,OH,39.0628,-84.2808
Campbell,OH,41.0777,-80.5904
Guadalupe,CA,34.9608,-120.5735
Clarksville,AR,35.4570,-93.4803
Providence,UT,41.7033,-111.8121
Milan,MI,42.0816,-83.6853
Pukalani,HI,20.8329,-156.3415
Estes Park,CO,40.3699,-105.5216
Waite Park,MN,45.5313,-94.2528
Raritan,NJ,40.5732,-74.6431
Park City,KS,37.8103,-97.3255
Forsyth,MO,36.6860,-93.1016
Sangaree,SC,33.0328,-80.1253
Tiverton,RI,41.6472,-71.1970
Swainsboro,GA,32.5866,-82.3345
Cheraw,SC,34.6955,-79.9085
Cherry Valley,CA,33.9797,-116.9694
Dry Run,OH,39.1049,-84.3312
Fort Dix,NJ,40.0060,-74.6089
Jasper,TX,30.9221,-93.9947
Blair,NE,41.5417,-96.1361
Round Lake Park,IL,42.3309,-88.0750
Spring Valley Lake,CA,34.4987,-117.2683
Strathmore,NJ,40.4018,-74.2193
Glastonbury Center,CT,41.7019,-72.6001
Quarryville,PA,39.8957,-76.1617
South Boston,VA,36.7132,-78.9135
Salida,CO,38.5300,-105.9981
Albion,NY,43.2460,-78.1902
Sabana Seca,PR,18.4273,-66.1809
Salem,IL,38.6279,-88.9590
Payette,ID,44.0788,-116.9255
Grove,OK,36.5930,-94.7879
Gettysburg,PA,39.8304,-77.2339
Southwood Acres,CT,41.9610,-72.5719
Kasson,MN,44.0333,-92.7482
Granite Falls,WA,48.0874,-121.9706
Rockwood,VA,37.4630,-77.5744
York,NE,40.8698,-97.5928
Clear Lake,IA,43.1346,-93.3740
West Samoset,FL,27.4702,-82.5552
Wedgefield,FL,28.4847,-81.0808
Fanwood,NJ,40.6417,-74.3857
Antigo,WI,45.1413,-89.1556
Green,OR,43.1509,-123.3854
Mammoth Lakes,CA,37.6273,-118.9900
Ogden,NC,34.2656,-77.7965
Baldwin Harbor,NY,40.6296,-73.6025
Carbondale,CO,39.3949,-107.2147
Oceano,CA,35.1019,-120.6090
Sebastopol,CA,38.4001,-122.8276
Hastings,MI,42.6498,-85.2887
Indiantown,FL,27.0375,-80.4913
Half Moon,NC,34.8298,-77.4591
Plain City,UT,41.3070,-112.0877
Richfield,UT,38.7628,-112.0926
St. Rose,LA,29.9649,-90.3088
Holtville,CA,32.8130,-115.3780
Auburn,GA,34.0157,-83.8319
Thurmont,MD,39.6210,-77.4076
Oakdale,LA,30.8157,-92.6542
Meadow Lakes,AK,61.6380,-149.6080
Brighton,MI,42.5298,-83.7847
Chehalis,WA,46.6638,-122.9650
Butler,NJ,40.9989,-74.3471
Inwood,FL,28.0391,-81.7677
Lake of the Woods,VA,38.3342,-77.7599
Lamar,CO,38.0739,-102.6153
Windsor,WI,43.2406,-89.2952
North Springfield,VA,38.8024,-77.2028
Scotia,NY,42.8321,-73.9607
Marshfield,MO,37.3414,-92.9116
Charlestown,IN,38.4270,-85.6677
Catalina,AZ,32.4848,-110.8998
Devils Lake,ND,48.1131,-98.8750
River Oaks,TX,32.7767,-97.3984
San Lorenzo,PR,18.1894,-65.9674
Wapato,WA,46.4435,-120.4215
Waupaca,WI,44.3506,-89.0719
South Beloit,IL,42.4822,-89.0248
Summit View,WA,47.1343,-122.3468
Wimauma,FL,27.6964,-82.3034
Colonie,NY,42.7199,-73.8333
Broadview,IL,41.8584,-87.8562
Calumet Park,IL,41.6650,-87.6578
Escalon,CA,37.7912,-120.9982
Perry,IA,41.8387,-94.0937
Emerson,NJ,40.9748,-74.0239
Bernardsville,NJ,40.7268,-74.5918
Caribou,ME,46.8662,-67.9919
Tuttle,OK,35.3069,-97.7562
Piñon Hills,CA,34.4438,-117.6214
Hudson,NH,42.7641,-71.4315
Zuni Pueblo,NM,35.0708,-108.8484
LaFayette,GA,34.7088,-85.2815
Palmyra,PA,40.3100,-76.5945
Twin Lakes,CO,39.8229,-105.0036
Sappington,MO,38.5260,-90.3730
Glen Ridge,NJ,40.8041,-74.2043
Floresville,TX,29.1400,-98.1630
Makawao,HI,20.8480,-156.3190
Hales Corners,WI,42.9410,-88.0491
Hughson,CA,37.6020,-120.8660
Scappoose,OR,45.7564,-122.8771
North Patchogue,NY,40.7833,-73.0234
Glenside,PA,40.1032,-75.1517
Columbia Falls,MT,48.3708,-114.1903
Harrison,TN,35.1276,-85.1464
Eden Isle,LA,30.2268,-89.8043
Ancient Oaks,PA,40.5360,-75.5852
Jackson,CA,38.3485,-120.7728
Fairview,TN,35.9815,-87.1291
Marshall,MI,42.2617,-84.9597
Kula,HI,20.7706,-156.3284
Sanger,TX,33.3716,-97.1677
Albertville,MN,45.2364,-93.6618
Delafield,WI,43.0720,-88.3913
Berlin,NJ,39.7915,-74.9375
Big Stone Gap,VA,36.8626,-82.7769
Pikeville,KY,37.4807,-82.5262
Haddon Heights,NJ,39.8791,-75.0645
Larose,LA,29.5669,-90.3751
Loudoun Valley Estates,VA,38.9801,-77.5082
Gold River,CA,38.6268,-121.2488
Fairfax,CA,37.9886,-122.5952
Mount Horeb,WI,43.0060,-89.7317
Mantua,VA,38.8526,-77.2571
Norwich,NY,42.5333,-75.5227
Benton,IL,38.0110,-88.9179
Marengo,IL,42.2312,-88.6153
Gurabo,PR,18.2529,-65.9786
Fairlawn,OH,41.1270,-81.6215
Fort Scott,KS,37.8283,-94.7038
Robinson,IL,39.0089,-87.7333
Tyrone,GA,33.4753,-84.5941
Diamondhead,MS,30.3791,-89.3708
Laughlin,NV,35.1316,-114.6890
Purcell,OK,35.0180,-97.3747
Hatboro,PA,40.1775,-75.1054
Lowell,MI,42.9351,-85.3457
Creston,IA,41.0597,-94.3650
West Slope,OR,45.4962,-122.7731
Beebe,AR,35.0712,-91.8996
Dos Palos,CA,36.9854,-120.6336
Citrus Hills,FL,28.8870,-82.4312
McCordsville,IN,39.8967,-85.9209
Lockwood,MT,45.8199,-108.4072
Silvis,IL,41.4976,-90.4101
Pulaski,TN,35.1933,-87.0350
Mount Shasta,CA,41.3206,-122.3150
Ojai,CA,34.4487,-119.2469
Monticello,NY,41.6522,-74.6876
Villa Hills,KY,39.0656,-84.5950
St. Gabriel,LA,30.2537,-91.1013
Palmer,AK,61.5971,-149.1147
